,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_40826,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
1,sequence_40787,0,0,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,0,23,23,23,23,23,23
2,sequence_40789,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
3,sequence_40794,0,0,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,0,6,6,6,6,6,6
4,sequence_40806,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,1,0,22,22,22,22,22,22,22
5,sequence_40807,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
6,sequence_40809,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
7,sequence_40811,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,27,27
8,sequence_40813,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
9,sequence_40814,0,0,3,1,0,0,0,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17
10,sequence_40845,0,0,3,1,0,0,0,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17
11,sequence_40855,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
12,sequence_40857,0,0,3,1,0,0,0,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17
13,sequence_40840,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
14,sequence_40841,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
15,sequence_40842,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,1,0,2,0,24,24,24,24,24
16,sequence_40844,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,19,19,19,19,19,19,19,19,19,19
17,sequence_40838,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
18,sequence_40816,0,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,sequence_40817,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
20,sequence_40818,0,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,sequence_40827,0,0,0,3,3,3,3,3,3,1,0,3,3,3,1,0,3,3,1,0,10,10,10,10,10,10,10,10
22,sequence_40828,0,0,0,3,3,3,3,3,3,1,0,3,3,3,1,0,3,3,1,0,10,10,10,10,10,10,10,10
23,sequence_40829,0,0,0,3,3,3,3,3,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
24,sequence_40831,0,0,0,3,3,3,3,3,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
25,sequence_40856,1,1,1,0,1,1,1,1,0,3,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
26,sequence_40815,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,6,6,6,6,6,2,2,2,2,2,2
27,sequence_40851,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,7,7,7,7,7,7,7,7,7,7
28,sequence_40847,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,6,6,6,6,6,2,2,2,2,2,2
29,sequence_40858,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,6,6,6,6,6,2,2,2,2,2,2
30,sequence_40852,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,6,6,6,6,6,2,2,2,2,2,2
31,sequence_40843,1,1,1,0,1,1,1,1,0,3,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
32,sequence_40846,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,7,7,7,7,7,7,7,7,7,7
33,sequence_40791,1,1,1,0,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,21,21,21,21
34,sequence_40793,1,1,1,0,1,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,21,21,21,21
35,sequence_40861,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,6,6,6,6,6,2,2,2,2,2,2
36,sequence_40812,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,18,18,18,18,18,18,18,18,18,18,18
37,sequence_40854,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,6,6,6,6,6,2,2,2,2,2,2
38,sequence_40853,1,1,1,0,1,1,1,1,0,3,1,0,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
39,sequence_40848,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,6,6,6,6,6,2,2,2,2,2,2
40,sequence_40849,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,6,6,6,6,6,2,2,2,2,2,2
41,sequence_40850,1,1,1,0,1,1,1,1,0,3,1,0,1,0,3,1,0,6,6,6,6,6,2,2,2,2,2,2
42,sequence_40792,0,0,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,0,6,6,6,6,6,6
43,sequence_40790,0,0,3,1,0,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,0,6,6,6,6,6,6
44,sequence_40860,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
45,sequence_40839,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
46,sequence_40835,0,0,3,1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,1,1,0
47,sequence_40819,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
48,sequence_40824,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
49,sequence_40825,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
50,sequence_40797,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,1,0,2,0,9,9,9,9,9
51,sequence_40800,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,1,0,2,0,9,9,9,9,9
52,sequence_40803,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,28
53,sequence_40804,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,1,0,2,0,9,9,9,9,9
54,sequence_40805,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,28
55,sequence_40864,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,1,0,2,0,9,9,9,9,9
56,sequence_40808,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
57,sequence_40810,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,25,25,25,25
58,sequence_40862,0,0,3,1,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20
59,sequence_40859,0,0,3,1,0,0,0,0,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
60,sequence_40836,0,0,3,1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,1,1,0
61,sequence_40837,0,0,3,1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,1,1,0
62,sequence_40820,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,1,0,3,3,3
63,sequence_40821,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,1,0,3,3,3
64,sequence_40822,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
65,sequence_40823,0,0,3,1,0,0,0,0,1,0,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
66,sequence_40834,0,0,3,1,0,0,0,0,1,0,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
67,sequence_40832,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
68,sequence_40833,0,0,3,1,0,0,0,0,1,0,3,1,0,1,0,3,1,1,0,4,1,1,1,0,1,0,0,1
69,sequence_40830,0,0,0,3,3,3,3,3,3,1,0,3,3,3,1,0,3,3,1,0,10,10,10,10,10,10,10,10
70,sequence_40798,0,0,0,3,3,3,3,3,3,1,0,3,3,3,1,0,3,3,1,0,9,9,9,4,4,4,4,4
71,sequence_40865,0,0,0,3,3,3,3,3,3,1,0,3,3,3,1,0,3,3,1,0,10,10,10,10,10,10,10,10
72,sequence_40863,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,1,0,3,3,3
73,sequence_40801,0,0,0,3,3,3,3,3,3,1,0,3,3,3,1,0,3,3,1,0,10,10,10,10,10,10,10,10
74,sequence_40802,0,0,3,1,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20
